Video_File,Frame,Timestamp,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Conf,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Conf,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Conf,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Conf,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Conf,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Conf,Left_Hip_X,Left_Hip_Y,Left_Hip_Conf,Right_Hip_X,Right_Hip_Y,Right_Hip_Conf,Left_Knee_X,Left_Knee_Y,Left_Knee_Conf,Right_Knee_X,Right_Knee_Y,Right_Knee_Conf,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Conf,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Conf
squats_1.mp4,10,1,626,236,756,408,22360,0.876767099,720.6915283,280.2680664,0.99220556,659.2496948,279.8572998,0.995949626,736.4471436,317.4170837,0.958609521,650.1452026,318.0199585,0.977638662,721.8149414,313.4172058,0.935008883,673.8355103,314.4676514,0.955436707,708.828125,317.9399414,0.992450237,665.7567749,318.0047302,0.994740307,728.0457764,330.2792358,0.982010305,655.2178345,329.8580322,0.985762239,725.0953979,387.1221924,0.961736679,652.6656494,386.975708,0.967628241
squats_1.mp4,11,1.1,626,234,756,407,22490,0.880463421,719.5294189,277.2850647,0.992698014,659.6417847,277.1714783,0.996333957,737.4208984,313.2376099,0.960473359,649.1000977,313.9095459,0.979933023,730.3413696,316.7742615,0.936914861,669.1901855,315.8401184,0.958809197,707.3969727,315.7706604,0.993764281,665.8284912,315.8738403,0.995751739,726.0383301,327.4774475,0.985802531,654.9216919,327.1114197,0.989026248,723.0704956,385.8560791,0.97050941,650.901123,385.8748779,0.975495219
squats_1.mp4,12,1.2,627,215,754,407,24384,0.896129966,723.8400879,259.6690979,0.988182366,658.1152344,261.3191528,0.993203044,740.1422729,296.9679565,0.955721021,646.7421875,300.6045532,0.974358141,724.5234375,295.8115845,0.932598591,666.6422729,300.6249695,0.952757537,713.7485962,306.6918335,0.993001461,668.7874146,307.7157898,0.995018005,724.9615479,328.2012634,0.982847095,654.7722778,329.1387024,0.985830486,721.6790771,382.7242737,0.958821237,653.1950684,384.1726074,0.96351552
squats_1.mp4,13,1.3,626,187,757,407,28820,0.894219697,721.1516113,239.510437,0.992108285,658.8011475,240.4255676,0.995708466,739.3153687,277.5860291,0.960673213,642.088501,279.8555298,0.977794409,722.124939,282.9509277,0.933678687,666.0742188,289.4107056,0.952909291,708.1187134,300.9449463,0.994586229,664.7294312,301.144165,0.996094644,727.2481079,317.3445435,0.984255731,654.1001587,317.0737305,0.98717308,718.6119385,380.2092285,0.964987814,648.2305908,380.6221313,0.969825447
squats_1.mp4,14,1.4,626,159,758,407,32736,0.896426618,721.8875122,215.8798981,0.992532074,659.5322876,217.4813538,0.992286563,744.8425903,254.6835022,0.969033599,642.4000244,256.7262268,0.968687594,732.5669556,283.6160889,0.946184397,661.4887695,281.5856323,0.946789265,710.2543335,278.2822571,0.993770778,667.0213623,279.0369873,0.993435144,725.4697876,318.2394409,0.982658207,658.5639038,320.9149475,0.983106196,723.3198242,375.3737793,0.945885658,649.5748901,378.4227295,0.948035121
squats_1.mp4,15,1.5,627,134,755,407,34944,0.892791271,720.6975708,192.6695251,0.993119478,661.3692017,194.376709,0.992486477,742.6574707,236.1030884,0.974390328,644.5566406,240.6397705,0.972617149,740.5558472,278.7996216,0.949359953,647.0153809,278.3424072,0.948174179,712.12146,263.7540894,0.995648921,670.6688232,264.5203247,0.995495915,721.5710449,311.9344482,0.987363398,656.1040649,314.5499268,0.987385273,724.3389893,373.9455566,0.957638323,649.6243896,378.6747131,0.957800984
squats_1.mp4,16,1.6,625,116,760,405,39015,0.911005139,721.6376343,180.4295959,0.992698252,660.9874878,182.1044769,0.995798051,742.0682373,225.5572815,0.962585807,641.7592163,227.8870697,0.982092857,750.8944092,271.8177185,0.929287136,637.2640991,273.584198,0.959870875,710.6906738,260.1378784,0.995727777,669.0976563,261.1211548,0.996655703,720.6877441,317.3458252,0.987343311,656.2365112,318.6278687,0.990863979,725.718689,376.3087158,0.958433509,651.8461304,378.1564331,0.967240393
squats_1.mp4,17,1.7,619,107,763,406,43056,0.912680209,720.0813599,174.1236877,0.992782593,661.7276001,174.9694366,0.996760547,741.4361572,219.0845795,0.961126328,641.031189,220.1384888,0.986678123,754.1400757,257.2926025,0.928893626,632.892334,262.1057434,0.968646526,708.7158813,259.0248413,0.996756732,668.8565674,259.8503418,0.997754037,719.1568604,317.0731201,0.990902841,657.0751953,318.2926636,0.994204104,725.6202393,377.9888611,0.970158696,650.4118652,380.3431396,0.978297293
squats_1.mp4,18,1.8,618,105,761,406,43043,0.913732708,719.7053223,173.0125885,0.994497716,662.5327759,173.1815033,0.996026039,739.6074219,215.1161041,0.972085953,641.5072632,215.0557556,0.982192695,751.2592163,249.2318115,0.945173979,632.5706787,251.2649536,0.961636603,708.1801147,258.2998047,0.997149527,669.0908813,258.4958496,0.997506678,719.2969971,317.3096313,0.9917292,657.8634644,317.4708862,0.993384659,725.0773926,378.098175,0.971158862,651.2388306,379.6800232,0.975830615
squats_1.mp4,19,1.9,618,105,758,406,42140,0.913243651,719.7822266,172.7551727,0.994893909,661.9594727,172.6238403,0.995680213,739.3136597,216.0185089,0.974920392,641.5045776,215.3684845,0.98032999,748.3137207,251.1901245,0.949480176,632.6329956,252.6727295,0.958768308,708.5150146,257.6169434,0.997264981,668.9103394,257.5836182,0.997416377,720.0127563,316.5657349,0.992053151,657.6581421,316.6281738,0.993145943,725.2303467,377.4606323,0.971918285,651.4819946,379.3480225,0.975331187
squats_1.mp4,20,2,621,106,757,406,40800,0.90779525,720.1798096,174.1190796,0.994483888,660.7280273,174.738266,0.995560765,739.5560303,218.6498108,0.97302264,640.3659058,220.1289063,0.980043411,747.9862061,259.3530579,0.945582449,634.0487061,264.0492554,0.957208335,709.2473145,258.8378906,0.996884286,668.5371704,259.194519,0.997125328,720.3288574,317.8434448,0.990554035,655.8497925,318.3389282,0.992009521,725.7872925,378.1372986,0.966665149,650.2855835,380.2506714,0.971023142
squats_1.mp4,21,2.1,625,110,753,406,37888,0.907823741,720.7319946,176.2207489,0.993279994,659.7786255,178.0259705,0.995346725,739.7615967,221.8179016,0.967473567,641.3787842,225.4879303,0.980097234,744.1072998,266.0649414,0.936900079,638.3269653,271.3565979,0.956740618,711.0054321,259.5401611,0.99603337,668.9589233,260.5067749,0.99660182,722.2595825,316.7260742,0.987823129,655.3060913,318.3034973,0.990392089,726.7768555,375.8572388,0.958509088,650.5734863,379.2401733,0.965415835
